Sort,Plot,Origin year,Common Name,Species code,old tag,LTREB tag,Measure Year,Stand Year,dbh (inches),dbh (cm),AGB (kg),ht
37607,50YR#6,,,BEPA,,,1951,,2.5,6.35,5.7,
37608,50YR#6,,,BEPA,,,1951,,3.5,8.89,14.9,
37609,50YR#6,,,BEPA,,,1951,,3.5,8.89,14.9,
37610,50YR#6,,,BEPA,,,1951,,3.5,8.89,14.9,
37611,50YR#6,,,BEPA,,,1951,,4.5,11.43,30.3,
37612,50YR#6,,,BEPA,,,1951,,4.5,11.43,30.3,
37613,50YR#6,,,BEPA,,,1955,,0.5,1.27,0.1,
37614,50YR#6,,,BEPA,,,1955,,1.5,3.81,1.3,
37615,50YR#6,,,BEPA,,,1955,,1.5,3.81,1.3,
37616,50YR#6,,,BEPA,,,1955,,1.5,3.81,1.3,
37617,50YR#6,,,BEPA,,,1955,,1.5,3.81,1.3,
37618,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37619,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37620,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37621,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37622,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37623,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37624,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37625,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37626,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37627,50YR#6,,,BEPA,,,1955,,2.5,6.35,5.7,
37628,50YR#6,,,BEPA,,,1955,,3.5,8.89,14.9,
37629,50YR#6,,,BEPA,,,1955,,4.5,11.43,30.3,
37630,50YR#6,,,BEPA,,,1955,,4.5,11.43,30.3,
37631,50YR#6,,,BEPA,,,1955,,4.5,11.43,30.3,
37632,50YR#6,,,BEPA,,,1955,,4.5,11.43,30.3,
37633,50YR#6,,,BEPA,,,1955,,4.5,11.43,30.3,
37634,50YR#6,,,BEPA,,,1981,,1.5,3.81,1.3,
37635,50YR#6,,,BEPA,,,1981,,4.5,11.43,30.3,
37636,50YR#6,,,BEPA,,,1981,,4.5,11.43,30.3,
37637,50YR#6,,,BEPA,,,1981,,5.5,13.97,53.6,
37638,50YR#6,,,BEPA,,,1981,,6.5,16.51,86.2,
37639,50YR#6,,,BEPA,,,1991,,6.5,16.51,86.2,
37640,50YR#6,,,PRPE,,,1951,,0.5,1.27,0.3,
37641,50YR#6,,,FRNI,,,1938,,0.5,1.27,0.3,3.940656233
37642,50YR#6,,,FRNI,,,1938,,0.5,1.27,0.3,3.940656233
37643,50YR#6,,,FRNI,,,1938,,1.5,3.81,3.8,7.427925075
37644,50YR#6,,,FRNI,,,1945,,0.5,1.27,0.3,3.940656233
37645,50YR#6,,,FRNI,,,1945,,0.5,1.27,0.3,3.940656233
37646,50YR#6,,,FRNI,,,1945,,0.5,1.27,0.3,3.940656233
37647,50YR#6,,,FRNI,,,1945,,1.5,3.81,3.8,7.427925075
37648,50YR#6,,,FRNI,,,1945,,2.5,6.35,12.5,9.974112053
37649,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37650,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37651,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37652,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37653,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37654,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37655,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37656,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37657,50YR#6,,,FRNI,,,1951,,0.5,1.27,0.3,3.940656233
37658,50YR#6,,,FRNI,,,1951,,1.5,3.81,3.8,7.427925075
37659,50YR#6,,,FRNI,,,1951,,1.5,3.81,3.8,7.427925075
37660,50YR#6,,,FRNI,,,1951,,1.5,3.81,3.8,7.427925075
37661,50YR#6,,,FRNI,,,1951,,1.5,3.81,3.8,7.427925075
37662,50YR#6,,,FRNI,,,1951,,2.5,6.35,12.5,9.974112053
37663,50YR#6,,,FRNI,,,1951,,3.5,8.89,27.6,12.11128209
37664,50YR#6,,,FRNI,,,1955,,0.5,1.27,0.3,3.940656233
37665,50YR#6,,,FRNI,,,1955,,0.5,1.27,0.3,3.940656233
37666,50YR#6,,,FRNI,,,1955,,0.5,1.27,0.3,3.940656233
37667,50YR#6,,,FRNI,,,1955,,0.5,1.27,0.3,3.940656233
37668,50YR#6,,,FRNI,,,1955,,1.5,3.81,3.8,7.427925075
37669,50YR#6,,,FRNI,,,1955,,1.5,3.81,3.8,7.427925075
37670,50YR#6,,,FRNI,,,1955,,1.5,3.81,3.8,7.427925075
37671,50YR#6,,,FRNI,,,1955,,2.5,6.35,12.5,9.974112053
37672,50YR#6,,,FRNI,,,1955,,2.5,6.35,12.5,9.974112053
37673,50YR#6,,,FRNI,,,1955,,2.5,6.35,12.5,9.974112053
37674,50YR#6,,,FRNI,,,1955,,3.5,8.89,27.6,12.11128209
37675,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37676,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37677,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37678,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37679,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37680,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37681,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37682,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37683,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37684,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37685,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37686,50YR#6,,,FRNI,,,1981,,0.5,1.27,0.3,3.940656233
37687,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37688,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37689,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37690,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37691,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37692,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37693,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37694,50YR#6,,,FRNI,,,1981,,1.5,3.81,3.8,7.427925075
37695,50YR#6,,,FRNI,,,1981,,2.5,6.35,12.5,9.974112053
37696,50YR#6,,,FRNI,,,1981,,2.5,6.35,12.5,9.974112053
37697,50YR#6,,,FRNI,,,1981,,2.5,6.35,12.5,9.974112053
37698,50YR#6,,,FRNI,,,1981,,2.5,6.35,12.5,9.974112053
37699,50YR#6,,,FRNI,,,1981,,2.5,6.35,12.5,9.974112053
37700,50YR#6,,,FRNI,,,1981,,3.5,8.89,27.6,12.11128209
37701,50YR#6,,,FRNI,,,1981,,4.5,11.43,49.8,14.0012393
37702,50YR#6,,,FRNI,,,1981,,4.5,11.43,49.8,14.0012393
37703,50YR#6,,,FRNI,,,1981,,4.5,11.43,49.8,14.0012393
37704,50YR#6,,,FRNI,,,1981,,5.5,13.97,79.8,15.71998509
37705,50YR#6,,,FRNI,,,1981,,5.5,13.97,79.8,15.71998509
37706,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37707,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37708,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37709,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37710,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37711,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37712,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37713,50YR#6,,,FRNI,,,1991,,0.5,1.27,0.3,3.940656233
37714,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37715,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37716,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37717,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37718,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37719,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37720,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37721,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37722,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37723,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37724,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37725,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37726,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37727,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37728,50YR#6,,,FRNI,,,1991,,1.5,3.81,3.8,7.427925075
37729,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37730,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37731,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37732,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37733,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37734,50YR#6,,,FRNI,,,1991,,2.5,6.35,12.5,9.974112053
37735,50YR#6,,,FRNI,,,1991,,3.5,8.89,27.6,12.11128209
37736,50YR#6,,,FRNI,,,1991,,3.5,8.89,27.6,12.11128209
37737,50YR#6,,,FRNI,,,1991,,3.5,8.89,27.6,12.11128209
37738,50YR#6,,,FRNI,,,1991,,4.5,11.43,49.8,14.0012393
37739,50YR#6,,,FRNI,,,1991,,4.5,11.43,49.8,14.0012393
37740,50YR#6,,,FRNI,,,1991,,5.5,13.97,79.8,15.71998509
37741,50YR#6,,,FRNI,,,1991,,5.5,13.97,79.8,15.71998509
37742,50YR#6,,,FRNI,,,1991,,6.5,16.51,118.1,17.3106695
37743,50YR#6,,,FRNI,,,1991,,6.5,16.51,118.1,17.3106695
37744,50YR#6,,,FRNI,,,1991,,6.5,16.51,118.1,17.3106695
37745,50YR#6,,,FRNI,,,1991,,6.5,16.51,118.1,17.3106695
37746,50YR#6,,,PIMA,,,1938,,1.5,3.81,2.5,
37747,50YR#6,,,PIMA,,,1938,,1.5,3.81,2.5,
37748,50YR#6,,,PIMA,,,1938,,1.5,3.81,2.5,
37749,50YR#6,,,PIMA,,,1938,,1.5,3.81,2.5,
37750,50YR#6,,,PIMA,,,1938,,1.5,3.81,2.5,
37751,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37752,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37753,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37754,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37755,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37756,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37757,50YR#6,,,PIMA,,,1938,,2.5,6.35,8.2,
37758,50YR#6,,,PIMA,,,1938,,3.5,8.89,17.9,
37759,50YR#6,,,PIMA,,,1938,,3.5,8.89,17.9,
37760,50YR#6,,,PIGL,,,1951,,0.5,1.27,0.3,
37761,50YR#6,,,PIGL,,,1951,,0.5,1.27,0.3,
37762,50YR#6,,,PIGL,,,1951,,0.5,1.27,0.3,
37763,50YR#6,,,PIGL,,,1955,,0.5,1.27,0.3,
37764,50YR#6,,,PIGL,,,1955,,0.5,1.27,0.3,
37765,50YR#6,,,POBA,,,1945,,0.5,1.27,0.1,2.519653533
37766,50YR#6,,,POBA,,,1945,,7.5,19.05,100.3,10.68527032
37767,50YR#6,,,POBA,,,1951,,1.5,3.81,1.8,4.527776868
37768,50YR#6,,,POBA,,,1951,,7.5,19.05,100.3,10.68527032
37769,50YR#6,,,POBA,,,1955,,0.5,1.27,0.1,2.519653533
37770,50YR#6,,,POBA,,,1955,,1.5,3.81,1.8,4.527776868
37771,50YR#6,,,POBA,,,1955,,4.5,11.43,27.8,8.136342196
37772,50YR#6,,,POBA,,,1955,,7.5,19.05,100.3,10.68527032
37773,50YR#6,,,PRSE,,,1951,,0.5,1.27,0.3,
37774,50YR#6,,,QURU,,,1945,,0.5,1.27,0.1,
37775,50YR#6,,,QURU,,,1951,,0.5,1.27,0.1,
37776,50YR#6,,,QURU,,,1951,,1.5,3.81,1.6,
37777,50YR#6,,,POTR,,,1938,,0.5,1.27,0.1,2.713651212
37778,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37779,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37780,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37781,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37782,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37783,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37784,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37785,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37786,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37787,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37788,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37789,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37790,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37791,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37792,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37793,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37794,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37795,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37796,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37797,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37798,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37799,50YR#6,,,POTR,,,1938,,1.5,3.81,1.5,4.855538961
37800,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37801,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37802,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37803,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37804,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37805,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37806,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37807,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37808,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37809,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37810,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37811,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37812,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37813,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37814,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37815,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37816,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37817,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37818,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37819,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37820,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37821,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37822,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37823,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37824,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37825,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37826,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37827,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37828,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37829,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37830,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37831,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37832,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37833,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37834,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37835,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37836,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37837,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37838,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37839,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37840,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37841,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37842,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37843,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37844,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37845,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37846,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37847,50YR#6,,,POTR,,,1938,,2.5,6.35,5.4,6.363976115
37848,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37849,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37850,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37851,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37852,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37853,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37854,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37855,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37856,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37857,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37858,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37859,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37860,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37861,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37862,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37863,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37864,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37865,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37866,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37867,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37868,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37869,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37870,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37871,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37872,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37873,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37874,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37875,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37876,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37877,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37878,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37879,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37880,50YR#6,,,POTR,,,1938,,3.5,8.89,12.7,7.605327997
37881,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37882,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37883,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37884,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37885,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37886,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37887,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37888,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37889,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37890,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37891,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37892,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37893,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37894,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37895,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37896,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37897,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37898,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37899,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37900,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37901,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37902,50YR#6,,,POTR,,,1938,,4.5,11.43,23.8,8.688020955
37903,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37904,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37905,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37906,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37907,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37908,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37909,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37910,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37911,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37912,50YR#6,,,POTR,,,1938,,5.5,13.97,39.3,9.662190433
37913,50YR#6,,,POTR,,,1938,,6.5,16.51,59.8,10.55597678
37914,50YR#6,,,POTR,,,1938,,6.5,16.51,59.8,10.55597678
37915,50YR#6,,,POTR,,,1938,,7.5,19.05,85.6,11.38706914
37916,50YR#6,,,POTR,,,1945,,5.5,13.97,39.3,9.662190433
37917,50YR#6,,,POTR,,,1945,,5.5,13.97,39.3,9.662190433
37918,50YR#6,,,POTR,,,1945,,6.5,16.51,59.8,10.55597678
37919,50YR#6,,,POTR,,,1945,,6.5,16.51,59.8,10.55597678
37920,50YR#6,,,POTR,,,1945,,7.5,19.05,85.6,11.38706914
37921,50YR#6,,,POTR,,,1945,,7.5,19.05,85.6,11.38706914
37922,50YR#6,,,POTR,,,1945,,8.5,21.59,117.2,12.16745575
37923,50YR#6,,,POTR,,,1951,,6.5,16.51,59.8,10.55597678
37924,50YR#6,,,POTR,,,1951,,7.5,19.05,85.6,11.38706914
37925,50YR#6,,,POTR,,,1951,,7.5,19.05,85.6,11.38706914
37926,50YR#6,,,POTR,,,1951,,7.5,19.05,85.6,11.38706914
37927,50YR#6,,,POTR,,,1955,,0.5,1.27,0.1,2.713651212
37928,50YR#6,,,POTR,,,1955,,0.5,1.27,0.1,2.713651212
37929,50YR#6,,,POTR,,,1955,,7.5,19.05,85.6,11.38706914
37930,50YR#6,,,POTR,,,1955,,8.5,21.59,117.2,12.16745575
37931,50YR#6,,,POTR,,,1955,,9.5,24.13,154.9,12.90571095
37932,50YR#6,,,POTR,,,1981,,0.5,1.27,0.1,2.713651212
37933,50YR#6,,,POTR,,,1981,,0.5,1.27,0.1,2.713651212
37934,50YR#6,,,POTR,,,1981,,13.5,34.29,373.9,15.54548501
37935,50YR#6,,,ULAM,,,1951,,1.5,3.81,2.2,
37936,50YR#6,,,SASP,,,1938,,0.5,1.27,0.1,2.519653533
37937,50YR#6,,,SASP,,,1938,,1.5,3.81,1.8,4.527776868
37938,50YR#6,,,SASP,,,1938,,2.5,6.35,6.4,5.946224805
37939,50YR#6,,,SASP,,,1938,,2.5,6.35,6.4,5.946224805
37940,50YR#6,,,SASP,,,1938,,2.5,6.35,6.4,5.946224805
37941,50YR#6,,,SASP,,,1945,,0.5,1.27,0.1,2.519653533
37942,50YR#6,,,SASP,,,1945,,0.5,1.27,0.1,2.519653533
37943,50YR#6,,,SASP,,,1945,,1.5,3.81,1.8,4.527776868
37944,50YR#6,,,SASP,,,1951,,2.5,6.35,6.4,5.946224805
37945,50YR#6,,,SASP,,,1955,,3.5,8.89,14.8,7.115421493
37946,50YR#6,,,OTHER,,,1945,,1.5,3.81,3.2,
37947,50YR#6,,,OTHER,,,1951,,1.5,3.81,3.2,
37948,50YR#6,,,OTHER,,,1955,,0.5,1.27,0.3,
37949,50YR#6,,,OTHER,,,1955,,1.5,3.81,3.2,
37950,50YR#6,,,OTHER,,,1981,,1.5,3.81,3.2,
37951,50YR#6,,,OTHER,,,1981,,3.5,8.89,20.1,
37952,50YR#6,,,OTHER,,,1991,,2.5,6.35,9.6,
37953,50YR#6,,,OTHER,,,1991,,4.5,11.43,34.7,
37954,50YR#7,,,ACRU,,,1945,,0.5,1.27,0.1,
37955,50YR#7,,,ACRU,,,1945,,0.5,1.27,0.1,
37956,50YR#7,,,ACRU,,,1945,,0.5,1.27,0.1,
37957,50YR#7,,,ACRU,,,1945,,0.5,1.27,0.1,
37958,50YR#7,,,ACRU,,,1951,,0.5,1.27,0.1,
37959,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37960,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37961,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37962,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37963,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37964,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37965,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37966,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37967,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37968,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
37969,50YR#7,,,ABBA,,,1938,,0.5,1.27,0.1,
